WKT,name,description
"POLYGON ((110.0352988 -7.8911612, 110.8318076 -8.1848775, 110.7851157 -8.1468152, 110.7823691 -8.0869957, 110.7658896 -7.9238068, 110.7713828 -7.8204203, 110.6505332 -7.7959302, 110.5241904 -7.7904878, 110.4802451 -7.6789025, 110.42806 -7.5482288, 110.3676352 -7.6108482, 110.2632651 -7.7061211, 110.2605185 -7.6407934, 110.2083334 -7.6380712, 110.1286826 -7.6707365, 110.1286826 -7.7523888, 110.0792441 -7.8040937, 110.0352988 -7.8911612))",YOGYAKARTA,
