WKT,name,description
"POLYGON ((106.7232382 -6.0876459, 106.6861593 -6.0958391, 106.6861593 -6.1313416, 106.7012655 -6.1791297, 106.7232382 -6.2078005, 106.7424643 -6.2364697, 106.7671835 -6.3006285, 106.8028891 -6.3197381, 106.7891562 -6.3647793, 106.8413412 -6.3565903, 106.8756735 -6.3634145, 106.9127523 -6.3634145, 106.9209921 -6.3142782, 106.9072592 -6.2542165, 106.9415915 -6.2432955, 106.9663107 -6.2009742, 106.967684 -6.090377, 106.8372213 -6.0193642, 106.7232382 -6.0876459))",DKI JAKARTA,
