WKT,name,description
"POLYGON ((106.7645709 -6.360413, 106.7219989 -6.383956, 106.7151324 -6.4044272, 106.7515247 -6.4112507, 106.783797 -6.4433202, 106.8205325 -6.4498021, 106.8651645 -6.4313797, 106.9245593 -6.4228506, 106.9393222 -6.4027213, 106.848685 -6.4081801, 106.8596713 -6.3808852, 106.8291156 -6.3761084, 106.8006198 -6.3692844, 106.7645709 -6.360413))",DEPOK,
